source,time,talker,text
Iron_Man_Full_Script,,NEW ANGLE,"A work-light is on, revealing Tony and Yinsen by the workbench. A sensor on Tony's leg is coupled to a contraption. Yinsen watches intently as -- Tony plugs a wire into his RT 'heart', a moment as -- Data races up on the crusty laptop then -- As Tony moves his leg, the contraption on the table springs to life, responding to his actions. Tony's chest-device, which dims with the power loss. The two men's eyes drift up and hold. Triumph."
Iron_Man_Full_Script,,TONY,(unplugging himself) We're ready. A week of assembly and we're a go.
Iron_Man_Full_Script,,YINSEN,Then perhaps it's time we settle another matter-- 46 INT. LAB - CAVE - DAY	46 Tony and Yinsen eat and play backgammon.
Iron_Man_Full_Script,,YINSEN,"Ah, anchoring with 13-7. You know, I have never met anyone who understands the nuances of this game like you."
Iron_Man_Full_Script,,TONY,Right back at ya.
Iron_Man_Full_Script,,TONY,"You never told me where you're from. A moment, then --"
Iron_Man_Full_Script,,YINSEN,I come from a small village not far from here. It was a good place... before these men ravaged it.
Iron_Man_Full_Script,,TONY,Do you have a family?
Iron_Man_Full_Script,,YINSEN,"When I get out of here, I am going to see them again. (then) Do you have family, Stark?"
Iron_Man_Full_Script,,TONY,--no.
Iron_Man_Full_Script,,YINSEN,You're a man who has everything and nothing. Abu shouts from the door slat and enters.
Iron_Man_Full_Script,,YINSEN,"(in Arabic) Your laundry's over there. Abu goes to a basket where his laundry is neatly folded. He smells it, 'ah, clean clothes.' He heads for the door, shaking his head as he sees them play backgammon."
Iron_Man_Full_Script,,ABU,(in Arabic) You idiots don't know what you're doing with that game.
Iron_Man_Full_Script,,TONY,"Yeah-yeah, enjoy your laundry. Abu is about to head out when Raza enters. Abu freezes. Raza eyes's dip to the laundry, then without warning -- He shoots Abu in the head. Tony and Yinsen stand there, stock-still."
Iron_Man_Full_Script,,RAZA,"You have till tomorrow to assemble my missile. He walks out. His henchmen grab Abu's legs and drag him out. The silence hangs there, then -- 47 INT. RAZA'S CONTROL ROOM - CAVE - NEXT DAY - DAY	47 Guards pour over a map, discussing heatedly. Others clean and re-assemble weapons. Khalid keeps watch at the monitors. CLOSE ON - MONITOR: where we see Yinsen laboring furiously behind the jig. Raza enters, wiping his face and neck with a towel. He drifts to the monitors, observes. Troubled he leans in, staring intently. CLOSE - ON MONITOR: Yinsen still going like hell behind the jig."
Iron_Man_Full_Script,,RAZA,"(in Urdu) Khalid. Where is Stark? He taps the monitor. 48 INT. CORRIDOR OUTSIDE LAB - CAVE - MINUTES LATER - DAY	48 Khalid arrives, pulls the slat aside and peeks in. He glimpses a disembodied Yinsen working behind the jig."
Iron_Man_Full_Script,,KHALID,"Yinsen! YINSEN! Yinsen ignores him, keeps working. 49 INT. CORRIDOR OUTSIDE LAB - CAVE - DAY - CONTINUOUS	49 REVERSE ANGLE - OF KHALID: in the door-slat. Below, the IED cylinder (propane tank Tony filled earlier), is rigged to the door-latch. BACK TO: 50 INT. CORRIDOR OUTSIDE LAB - CAVE - DAY - CONTINUOUS	50 Khalid, as he turns to his men, who ratchet their guns. He unlocks the door. It won't open. He shoulders it and -- The door explodes in his face. Smoke. Debris. 51 INT. RAZA'S CONTROL ROOM - SAME TIME - DAY	51 Raza witnesses the explosion on the surveillance monitor. 52 INT. LAB - CAVE - SAME TIME - DAY	52 CLOSE ON - THE LAPTOP SCREEN: program bars loading slowly. TONY (O.S.) It's frozen, the systems aren't talking to each other. Reset!"
Iron_Man_Full_Script,,YINSEN,"No, they're moving. Very slow. We glimpse a bulky chest piece being lowered over Tony. The STACCATO WHINE of PNEUMATIC TOOL as Yinsen seals Tony in. 53 INT. RAZA'S CONTROL ROOM - MINUTES LATER - DAY	53 Raza, at his monitors, orchestrating his men over the radio. CUT TO: 54 INT. HALLWAY - MINUTES LATER - DAY	54 Raza's men cautiously approach. CUT TO: 55 INT. INSIDE LAB - MINUTES LATER - DAY	55 Yinsen eyes the laptop, the bars creeping ever so slowly. He turns, listening to the SHOUTING MEN outside growing louder."
Iron_Man_Full_Script,,TONY,"Get to your cover. Remember the checkpoints -- make sure each one is clear before you follow me out. A decision, then Yinsen runs out."
Iron_Man_Full_Script,,TONY,"YINSEN! CUT TO: 56 INT. OUTSIDE LAB - MINUTES LATER - DAY	56 Yinsen grabs dead Khalid's weapon and runs into the tunnel, firing in the air. YINSEN'S POV: rounding a corner, encountering Raza's men. He opens fire the men are caught off guard, and retreat. Yinsen chases, firing madly, unleashing pent-up rage. He enters the outer cavern, and is confronted by Raza and his troops. Yinsen lowers his weapon to the ground. 57 INT. LAB - CAVE - SECONDS LATER - DAY	57 TONY'S POV: trapped in the suit, watches the loading bars on the laptop get close. Suddenly Multiple BURSTS of gunfire. Tony throws a look. SILENCE. CUT TO: 58 INT. TUNNEL - SECONDS LATER - DAY	58 Raza's Guards, running at us, shouting. CUT TO: 59 INT. LAB - CAVE - SAME TIME - DAY	59 The loading bars on the laptop finish their cycle and a surge of power to the suit dims the lights. 60 EXT. OUTSIDE THE LAB - SAME TIME - DAY	60 The lights dim to darkness. Raza's Guards, scared, inch up on the lab. Two of them break off and move forward -- 61 INT. INSIDE THE LAB - SAME TIME - DAY	61 The two Guards enter the dark, smoky lab cautiously. It appears deserted. Then, a Guard stops, turns slowly -- In the dark, an eerie glow, twin-flames. The SCREAM of surging METAL and we -- CUT TO: 62 EXT. OUTSIDE THE LAB - SAME TIME - DAY	62 As the two Insurgents SCREAM and are flung back out. The other Guards fire wildly into the lab. As they re-load the THUMP and SCREECH of METAL. A glowing chest plate. The flicker of blue pilot lights, and finally, out of the smoke, the complete nightmare vision. Iron Man the Original Gray Armor. The Insurgents backpedal, firing, but Tony keeps coming, feet CRUNCHING on the cave floor. 63 INT. RAZA'S CONTROL ROOM - DAY	63 Raza strapping on his flak vest, grabbing an RPG launcher. 64 INT. EXIT TUNNEL - DAY	64 The crazy streak of tracers, bouncing off Tony. An Insurgent jumps from a side-corridor, firing his pistol point-blank at the back of Iron Man's head. PING! The bullet ricochets back, killing the man instantly. NEW ANGLE as Iron Man clumps towards the light of freedom, insurgents spill out of nooks, in front of him, behind him, firing -- Tony's arms swivel, knocking Guards down, absorbing countless rounds. The suit is shredding, smoking, pockmarked. CUT TO: 65 INT. EXIT TUNNEL - DAY	65 Raza heading down a tunnel with an RPG. A wounded Guard grabs onto him, jabbering. Raza shoves him aside. CUT TO: 66 INT. MAIN CHAMBER - DAY	66 Tony turns into the main chamber and sees Yinsen on the ground. YINSEN STOP! STOP! Tony stops and an RPG whizzes past his nose, exploding in the wall next to him. He turns, sees Raza, in the intersecting tunnel, calmly loading another RPG. Tony primes his flame throwers, but they malfunction. Both men square off. Raza aims, but now Tony's flame throwers kick in and Raza flattens as twin-plumes of fire envelope him. He SCREAMS, grabbing a dead soldiers as a shield. Tony turns clearing Insurgents out of the tunnels with his flame throwers. Then he returns to Yinsen."
Iron_Man_Full_Script,,TONY,We could've made it. Both of us. You could've seen your family again.
Iron_Man_Full_Script,,YINSEN,"I am going to see them again. They're waiting for me. And now Tony understands Yinsen's family is dead. Yinsen grins, then sags into himself, dead. Rage overtakes Tony. He steams towards the exit, roaring. 67 EXT. EXIT TUNNEL - DAY	67 Raza's men fleeing as a deluge of flame shoots from the tunnel. Then -- Tony emerges, the gray armor scarred and sizzling. Insurgents keep firing, trying to draw him from the massive ammo dump under the camouflage. But Tony is relentless, keeps moving towards it. Tony turns his flame throwers on the crates. They begin to burn, the STARK logos eaten by flames. And now a withering barrage of gunfire knocks Tony to his knees. The hose to his flame thrower is pierced, setting his arm on fire. Another bullet catches a seam and enters his shoulder. But Tony struggles back to his feet. The suit GRINDS. He pushes further into the maze, torching everything. More gunfire pings and ricochets off him, pieces of the gray armor begins to come loose. Now Tony opens a metal flap on his arm, flips a red switch. And now something incredible happens A WHINE builds to a ROAR. Tony tucks, angles forward as heel-boosters glow white hot, kicking up desert plumes and then he blasts off like a missile, rising hundreds of feet. One Insurgent watches dumbstruck, as Tony arcs across the sky towards a mountain pass. And then the first ammo dump ignites. Then another and another, fire roses joining in a hellish conflagration. And barely outpacing the fireball -- 68 EXT. SKY - CONTINUOUS - DAY	68 The gray armor shoots towards us. Tony clears the mountain ridge by inches, and then -- His boosters are suddenly spent. He plunges like a human cannonball. TONY'S POV - THROUGH SUIT: the Earth swelling up at us and -- 69 EXT. SAND DUNES - DAY	69 Tony THUDS into the sand, pieces of the armor splitting away. Dazed, he struggles from the exo-skeleton. He staggers into the dunes, away from the smoke and DISTANT EXPLOSIONS. He's torn up, clutching a bullet wound. He falls, gets up again, keeps moving. 70 EXT. SAND DUNES - DUSK - NIGHT	70 Tony staggers down a dune, dying from thirst. Behind him a USAF Blackhawk suddenly rises over the lip of the dune. Tony turns, falling over. Moments later Rhodey, winded, appears over us. A grin forming."
Iron_Man_Full_Script,,RHODEY,"Saving your ass is getting to be a full time job. 71 EXT. EDWARDS A.F.B. - DAY	71 In the heat shimmers, a hulking form becomes a taxiing C-17. 72 EXT. EDWARD`S A.F.B. NEW ANGLE - MINUTES LATER - DAY	72 The rear ramp of the C-17 comes down. Light blinds Rhodey and Tony who's in a wheelchair. TONY'S POV: Pepper is revealed as the ramp lands. Rhodey wheels him down. As they reach the ramp's end--"
Iron_Man_Full_Script,,TONY,"Help me out of this thing-- He struggles to his feet, faltering. Rhodey steadies him."
Iron_Man_Full_Script,,RHODEY,"I got you, pal. They walk together as Pepper comes forward. She meets eyes with Rhodey, and he nods to her."
Iron_Man_Full_Script,,PEPPER,"Thank you. And now she faces Tony. A ghost of his former self, but she puts on a brave face."
Iron_Man_Full_Script,,TONY,(managing a smile) Your eyes are red. A few tears for your long-lost boss?
Iron_Man_Full_Script,,PEPPER,"Tears of joy. I hate job hunting. Hogan comes around, holds the limo door open for Tony."
Iron_Man_Full_Script,,HOGAN,"Good to see you again, Sir."
Iron_Man_Full_Script,,TONY,You do something new with your hair?
Iron_Man_Full_Script,,HOGAN,"Wouldn't dream of it, Sir. Pepper helps Tony into the limo. 73 INT. ROLLS SILVER PHANTOM - IDLING - DAY	73 Awkward silence. Pepper meets eyes with Hogan in the mirror."
Iron_Man_Full_Script,,HOGAN,"Where to, Mr. Stark?"
Iron_Man_Full_Script,,PEPPER,We're due at the hospital.
Iron_Man_Full_Script,,TONY,"No -- to the office. (then) I've been in captivity for three months. There's only two things I want to do. I want to eat a cheeseburger. And I want to hold a press conference. Off Pepper's stunned look-- 74	74 Tony's limo pulls up, Hogan lets Tony out. He finishes a cheeseburger and Hogan takes the wrappers. Obadiah is waiting there with a group of gathered employees. They all start applauding. Obadiah with arms outstretched--"
Iron_Man_Full_Script,,OBADIAH,"See this. Huh. Huh. He hugs Tony warmly, speaks close."
Iron_Man_Full_Script,,OBADIAH,"Tony, thought we were meeting at the hospital. You know there's a lot of reporters in there. What's going on?"
Iron_Man_Full_Script,,TONY,You'll see. C'mon -- They head inside. 75 INT. STARK INDUSTRIES LOBBY - DAY	75 Packed with Reporters waiting for the hundred-carat headline. Pepper is approached by AGENT PHIL COULSON (40s).
Iron_Man_Full_Script,,PEPPER,"You'll have to take a seat, Sir."
Iron_Man_Full_Script,,COULSON,"Oh, I'm not a reporter. I'm Agent Phil Coulson with the Strategic Homeland Intervention, Enforcement and Logistics Division--"
Iron_Man_Full_Script,,PEPPER,That's a mouthful.
Iron_Man_Full_Script,,COULSON,I know. Here. He hands her a card. She squints at the tiny font.
Iron_Man_Full_Script,,PEPPER,"Look, Mr. Coulson, we've already spoken with the D.O.D., the FBI, the CIA--"
Iron_Man_Full_Script,,COULSON,We're a separate division with a more...specific focus. We need to debrief Tony about the circumstances of his escape. More importantly--
Iron_Man_Full_Script,,PEPPER,"(cutting him off) Well, great, I'll let him know--"
Iron_Man_Full_Script,,COULSON,--we're here to help. We're here to listen. I assure you Mr. Stark will want to talk to us.
Iron_Man_Full_Script,,PEPPER,I'm sure he will. Now if you could just take your seat.
Iron_Man_Full_Script,,NEW ANGLE,"As Tony enters, struggling his way to the podium, followed by Obadiah. Tony gazes out over the reporters. Suddenly he seems vulnerable, scattered. The silence grows awkward. Obadiah is mercifully going to save him when --"
Iron_Man_Full_Script,,TONY,"I-- can't do this anymore. Pregnant silence. Everyone waiting for the Stark punch-line. Finally, a Reporter ventures -- REPORTER # 1 You mean you're retiring?"
Iron_Man_Full_Script,,TONY,"No, I don't want to retire. I want to do something else. The room waits through more awkward silence, then -- REPORTER # 1 Something besides weapons?"
Iron_Man_Full_Script,,TONY,"Yes. That's right. The room is suddenly BUZZING with overlapping questions -- REPORTER #2 The official report was sketchy. What happened to you over there, Mr. Stark? Tony is pensive, then the floodgates open."
Iron_Man_Full_Script,,TONY,"What happened over there? I had my eyes opened, that's what happened. I saw my weapons, with my name on them, in the hands of thugs. I thought we were doing good here-- I can't say that anymore. Rhodey, just arriving in the rear, pulls up to Pepper."
Iron_Man_Full_Script,,RHODEY,"Uhh, weren't we taking him to the hospital? Pepper is transfixed. Nearby, Agent Coulson watches stoically. REPORTER #2 What do you intend to do about it, Mr. Stark?"
Iron_Man_Full_Script,,TONY,"The system is broken -- there's no accountability whatsoever. Right now, as of this second, we are freezing the sale of all Stark weaponry worldwide. Now the room is in chaos. Obadiah's ready to wrap this up, and moves towards Tony."
Iron_Man_Full_Script,,TONY,We've lost our way. I need to re- evaluate things. And my heart's telling me I have more to offer the planet than things that blow up. REPORTER #3 So you're saying...what are you saying?
Iron_Man_Full_Script,,TONY,"(arm around Stane) In the coming months, Mr. Stane here and I will set a new course for Stark Industries. ""Tomorrow Today"" has always been our slogan. It's time we try to live up to it. The questions are now firing in a CACOPHONY. Obadiah takes the podium."
Iron_Man_Full_Script,,OBADIAH,"Okay, I think we're going to be selling a lot of newspapers here. What we should take away from this is that Tony's back, he's healthier than ever, and as soon as he heals up and takes some time off, we're going to have a little internal discussion and get back to you. Thank you for coming by. Tony steps down, exhilarated. He works his way through the swarming reporters, approaching Rhodey and Pepper -- who have stunned looks on their faces."
Iron_Man_Full_Script,,PEPPER,You mean that? Or is this some clever stock-maneuver?
Iron_Man_Full_Script,,TONY,"Wait and see. 76	76 Stane approaches Tony, who stares at the Arc Reactor while eating fries and sipping a Coke."
Iron_Man_Full_Script,,OBADIAH,Well that went well. You just painted targets on our heads. Our stock is going to take a 40 point dive tomorrow. Tony says nothing.
Iron_Man_Full_Script,,OBADIAH,"(considers a new tact) Tony, we are a weapon`s manufacturer. Turning this company around to make baby bottles is like trying to get a bear to walk on its hind legs."
Iron_Man_Full_Script,,TONY,I don't want a body count to be my only legacy. There are other things we can do.
Iron_Man_Full_Script,,OBADIAH,Like what?
Iron_Man_Full_Script,,TONY,We could develop the Arc Reactor. Obadiah points to the Arc.
Iron_Man_Full_Script,,OBADIAH,"This? This was a publicity stunt. It's not even cost effective. We knew that before we built it. Repulsor technology is a dead end. Tony rips open his shirt, revealing the glowing RT."
Iron_Man_Full_Script,,TONY,No it isn't.
Iron_Man_Full_Script,,OBADIAH,(touching the RT) Oh my God. It is a miracle you are alive. What must have happened to you over there? (hugs Tony) We're a team. There is nothing we can't do if we stick together -- like your father and I. Let me handle this. But you have to lay low. Don't talk to the press again. Can you do that for me?
Iron_Man_Full_Script,,TONY,"Yes. Thanks Obie. 77 INT. TONY'S LIVING ROOM - NIGHT	77 As Tony enters, the house comes alive. Windows and lights change colors. The TV turns on. Jarvis loading all of Tony's preferences."
Iron_Man_Full_Script,,JARVIS,"Hello, Mr. Stark."
Iron_Man_Full_Script,,TONY,"Hello, Jarvis."
Iron_Man_Full_Script,,JARVIS,What can I do for you?
Iron_Man_Full_Script,,TONY,--I need to build a better heart.
Iron_Man_Full_Script,,JARVIS,"I'm not sure I follow, Sir."
Iron_Man_Full_Script,,TONY,"Give me a scan and you'll see. 78 INT. TONY'S WORKSHOP - NIGHT	78 Tony, shirtless and wearing goggles, sits in the 3D laser scanner. Lasers play over him, mapping his entire body."
Iron_Man_Full_Script,,JARVIS,What were your intentions for this device? MONITORS: terabytes of data race past.
Iron_Man_Full_Script,,TONY,It powers an electromagnet which keeps the shrapnel from entering my heart. Can you recommend any upgrades?
Iron_Man_Full_Script,,JARVIS,It is difficult to offer counsel in light of the fact that your stated intentions are inconsistent with your actions. MONITOR: Tony's chest device magnified. Its various components flashing as Jarvis analyzes them.
Iron_Man_Full_Script,,TONY,What are you talking about? That is ridiculous. That is exactly the purpose of this invention. MONITORS: going deeper and deeper through the strata of Tony's device. Like it's a city unto itself.
Iron_Man_Full_Script,,JARVIS,"The energy yeild of this device outperforms your stated intention by eleven orders of magnitude. You could accomplish your stated goal with the power output of a car battery. Tony steps from the booth. All around him, calculations flash at blinding speed."
Iron_Man_Full_Script,,TONY,Upgrade recommendations. List.
Iron_Man_Full_Script,,JARVIS,Why are you talking to me like a computer?
Iron_Man_Full_Script,,TONY,Because you are acting like one.
Iron_Man_Full_Script,,JARVIS,Shall I disable random pattern conversation?
Iron_Man_Full_Script,,TONY,No. It's ok. You are the only one who understands me.
Iron_Man_Full_Script,,JARVIS,I don't understand you sir.
Iron_Man_Full_Script,,TONY,Were you always this dry? I remember you having more personality than this.
Iron_Man_Full_Script,,JARVIS,Should I activate sarcasm harmonics?
Iron_Man_Full_Script,,TONY,Fine. Could you please make your recommendations now?
Iron_Man_Full_Script,,JARVIS,It would thrill me to no end.
Iron_Man_Full_Script,,TONY,Ahh that's more like it.
Iron_Man_Full_Script,,JARVIS,Should I begin machining the parts?
Iron_Man_Full_Script,,TONY,"Machine away. VARIOUS SHOTS: Tony loads raw metal stock onto a lathe and begins cutting. A robot arm organizes pieces of cut stock. The CNC Machine comes to life and begins milling parts. 79 EXT. SAND DUNES - AFGHANISTAN - DAY	79 Metal fingers protrude from the sand. A filthy human hand reaches into frame, freeing a metal gauntlet from the desert floor. Then, we reveal horses and old pickups, scattered as men scavenge among the dunes. A Toyota pickup flies the banner of the Ten Rings. A burly man, his back to us, leans on the bed- mounted machine- gun. As we TRACK around him we can see it's Raza, his terrible scars still raw from Iron Man's flame- thrower. He swats flies from his wounds. In one hand Raza holds Tony's battered helmet, staring into its eyelets."
Iron_Man_Full_Script,,RAZA,"(subtitled) Keep looking. I want all of it. 80 INT. TONY'S BEDROOM - DAY	80 Knocks on the door, enters. The bed is untouched. The flat screen TV is on Jim Cramer delivering a sermon."
Iron_Man_Full_Script,,CRAMER,"Stark International: I've got one recommendation. Ready? SEELLLL! Abandon ship! Does the Hindenburg ring any bells? Cramer pushes one of his big red buttons, and we hear the sounds of SHRIEKING. Pepper shuts it off as she talks on the phone and heads out to. 81 INT. TONY'S LIVING ROOM - CONTINUOUS - DAY	81 Pepper clicks on her headset. COULSON (O.S.) Hello. This is Agent Coulson with Strategic Homeland Inter-"
Iron_Man_Full_Script,,PEPPER,(cutting him off) Yes. I remember. What can I do for you?
Iron_Man_Full_Script,,INTERCUT - PHIL COULSON'S OFFICE - SAME TIME,"A plain government-issue office. On his desk, newspapers with headlines: ""STARK RAVING MAD?"" ""STARK LUNACY""."
Iron_Man_Full_Script,,COULSON,I've left a number of messages trying to get something on the books with Mr. Stark.
Iron_Man_Full_Script,,PEPPER,I know this is a priority for him. The next few weeks are a bit up in the air and I can't set appointments without speaking with him first.
Iron_Man_Full_Script,,COULSON,Do you know when you will be speaking with him again?
Iron_Man_Full_Script,,PEPPER,Not Sure.
Iron_Man_Full_Script,,INTERCUT - TONY'S LIVING ROOM - SAME TIME,Pepper is interrupted by the intercom. It's Tony-- TONY (O.S.) Pepper? How big are your hands?
Iron_Man_Full_Script,,COULSON,What was that?
Iron_Man_Full_Script,,PEPPER,"Agent Coulson, I really have to go. Let me get back to you later. She hangs up."
Iron_Man_Full_Script,,PEPPER,(then to the vox) What? TONY (O.S.) How big are your hands?
Iron_Man_Full_Script,,PEPPER,"I don't under-- TONY (O.S.) -- just get down here. 82 INT. TONY'S WORKSHOP - SECONDS LATER - DAY	82 Dim and unsettling. She finds Tony shirtless in a chair, she sees his chest device for the first time and steels herself."
Iron_Man_Full_Script,,TONY,Show me your hands.
Iron_Man_Full_Script,,PEPPER,What?
Iron_Man_Full_Script,,TONY,Just show me your hands. She does.
Iron_Man_Full_Script,,TONY,"Perfect, they're small. I need you to help me."
Iron_Man_Full_Script,,PEPPER,(re: heart) So that's the thing that's keeping you alive.
Iron_Man_Full_Script,,TONY,"That's the thing that was keeping me alive. It is now an antique. This is what will be keeping me alive for the foreseeable future. He hold up the newly fabricated, higher tech replacement chest piece."
Iron_Man_Full_Script,,PEPPER,Amazing.
Iron_Man_Full_Script,,TONY,I'm going to swap them out and switch all functions to the new unit.
Iron_Man_Full_Script,,PEPPER,Is it safe?
Iron_Man_Full_Script,,TONY,Completely. First I need you to reach in and--
Iron_Man_Full_Script,,PEPPER,(off-put) Reach in to where?
Iron_Man_Full_Script,,TONY,The socket.
Iron_Man_Full_Script,,PEPPER,What socket?
Iron_Man_Full_Script,,TONY,"The chest socket. Listen carefully, because we have to do this in a matter of minutes."
Iron_Man_Full_Script,,PEPPER,Or else what?
Iron_Man_Full_Script,,TONY,I can go into cardiac arrest.
Iron_Man_Full_Script,,PEPPER,I thought you said it was safe.
Iron_Man_Full_Script,,TONY,I didn't want you to panic.
Iron_Man_Full_Script,,PEPPER,Oh my god--
Iron_Man_Full_Script,,TONY,Stay with me. I need you to relieve the pressure on my myocardial nerve.
Iron_Man_Full_Script,,PEPPER,I don't know how to do that.
Iron_Man_Full_Script,,TONY,I'm telling you.
Iron_Man_Full_Script,,PEPPER,Sorry--
Iron_Man_Full_Script,,TONY,Listen. I'm going to lift off the old chest piece--
Iron_Man_Full_Script,,PEPPER,Won't that make you die?
Iron_Man_Full_Script,,TONY,Not immediately. When I lift it off I need you to reach into the socket as far as your hand can fit and gently move the housing away from my heart. Do you know which direction that is?
Iron_Man_Full_Script,,PEPPER,To the right.
Iron_Man_Full_Script,,TONY,To my right. Your left.
Iron_Man_Full_Script,,PEPPER,To the left.
Iron_Man_Full_Script,,TONY,Right.
Iron_Man_Full_Script,,PEPPER,Left.
Iron_Man_Full_Script,,TONY,Right. Left. Pepper begins to reach in.
Iron_Man_Full_Script,,PEPPER,How deep does this go?
Iron_Man_Full_Script,,TONY,Keep going. She reaches uncomfortably deep.
Iron_Man_Full_Script,,TONY,That's it. Deeper. Now press. Yes. It's releasing. She pulls her hand out covered in a nasty pink slime.
Iron_Man_Full_Script,,PEPPER,Ew!!! Pus!
Iron_Man_Full_Script,,TONY,"It's not pus. It's an inorganic plasmic discharge. It's from the device, not my body."
Iron_Man_Full_Script,,PEPPER,Well it smells. Am I done?
Iron_Man_Full_Script,,TONY,Yes. Thank you.
Iron_Man_Full_Script,,PEPPER,Can I wash my hands now? She walks to the sink as Tony drops a drain into the opening.
Iron_Man_Full_Script,,TONY,The new unit is much more efficient. This shouldn't happen again.
Iron_Man_Full_Script,,PEPPER,"Good, cause it's not in my job description."
Iron_Man_Full_Script,,TONY,It is now.
Iron_Man_Full_Script,,PEPPER,I don't suppose you want to go over things? The robot arm sets in the new heart piece.
Iron_Man_Full_Script,,TONY,Can it at least wait until I install my new untested ground- breaking self-contained power source and lifesaving device prototype?
Iron_Man_Full_Script,,PEPPER,I suppose. She examines the old chest piece.
Iron_Man_Full_Script,,TONY,Throw that thing out.
Iron_Man_Full_Script,,PEPPER,Don't you want to save it?
Iron_Man_Full_Script,,TONY,Why? It's antiquated.
Iron_Man_Full_Script,,PEPPER,You made it out of spare parts in a dungeon. It saved your life. Doesn't it at least have some nostalgic value?
Iron_Man_Full_Script,,TONY,Pepper. I have been called many things. Nostalgic is not one of them. The new chest lights brightly.
Iron_Man_Full_Script,,TONY,There. Good as new. Thank you.
Iron_Man_Full_Script,,PEPPER,You're welcome. Can I ask you a favor?
Iron_Man_Full_Script,,TONY,Shoot.
Iron_Man_Full_Script,,PEPPER,"I don't do well under that kind of pressure. If you need someone to do something like that again, get somebody else."
Iron_Man_Full_Script,,TONY,I don't have anyone else. They share a rare moment without words. A smile?
Iron_Man_Full_Script,,PEPPER,"Will that be all, Mr. Stark?"
Iron_Man_Full_Script,,TONY,"That will be all, Ms. Potts. She exits. He watches, then stands up. A83 INT. TONY'S WORKSHOP - DAYS LATER - DAY A83 Sketches and diagrams splayed on the worktable. Tony finishes soldering work on two sculpted metal boots. Monitors flicker behind him, the robot arm ""looks"" over his shoulder. JARVIS (O.S.) Still having trouble walking, Sir?"
Iron_Man_Full_Script,,TONY,"These aren't for walking. 84 INT. TONY`S WORKSHOP - NEW ANGLE - LATER - DAY	84 Tony, finishes marking a 'test circle' with pieces of tape. He's now wearing the boots, wired to a chest 'bandolier'."
Iron_Man_Full_Script,,TONY,"Ready to record the big moment, Jarvis?"
Iron_Man_Full_Script,,JARVIS,"All sensors ready, Sir."
Iron_Man_Full_Script,,TONY,"We'll start off easy. Ten percent. Tony activates hand-controlled joysticks. He shoots up, flips over and out of frame. Crashes. After a beat-- JARVIS (O.S.) That flight yielded excellent data, Sir."
Iron_Man_Full_Script,,TONY,"Great. I, uhh, think I know what this needs. 85 INT. HANGAR - EDWARDS A.F.B. - DAY	85 Rhodey paces before an F-22 and a Global Hawk drone. Student Pilots are assembled before him."
Iron_Man_Full_Script,,RHODEY,"Manned or unmanned, which is the future of air combat? For my money, no drone, no computer will ever trump a pilot's instincts. His reflexes, his judgement-- A VOICE chimes in from the depths-- VOICE (O.S.) Why not take it a step further?"
Iron_Man_Full_Script,,NEW ANGLE,Tony's been watching from the shadows.
Iron_Man_Full_Script,,TONY,Why not-- a pilot without the plane?
Iron_Man_Full_Script,,RHODEY,That I'd like to see. (then) Look who fell out of the sky--
Iron_Man_Full_Script,,TONY,(to the pilots) Who wants to take these apart and put them back together?
Iron_Man_Full_Script,,RHODEY,"(to the pilots) All right -- let's wrap it up. Tony walks to Rhodey as the pilots trickle out, buzzing and stealing looks at Tony."
Iron_Man_Full_Script,,RHODEY,I didn't think I'd be seeing you for a while.
Iron_Man_Full_Script,,TONY,Why not?
Iron_Man_Full_Script,,RHODEY,Figured you'd need a little time.
Iron_Man_Full_Script,,TONY,Why does everybody think I need time?
Iron_Man_Full_Script,,RHODEY,"You've been through a lot, thought you should get your head straight."
Iron_Man_Full_Script,,TONY,I've got it straight. And I'm back to work.
Iron_Man_Full_Script,,RHODEY,Really?
Iron_Man_Full_Script,,TONY,I'm onto something big. I want you to be a part of it.
Iron_Man_Full_Script,,RHODEY,Lot of people around here will be happy to hear that. What you said at that press conference really threw everyone.
Iron_Man_Full_Script,,TONY,I mean what I said.
Iron_Man_Full_Script,,RHODEY,No you don't. You took a bad hit. It spun you around. It hangs. Then--
Iron_Man_Full_Script,,TONY,Maybe I do need a little time.
Iron_Man_Full_Script,,RHODEY,All right then. Good seeing you.
Iron_Man_Full_Script,,TONY,"Likewise. Tony walks from the hangar. Rhodey watches him go. 86 INT. TONY'S WORKSHOP - DAYS LATER - NIGHT	86 Tony tests out the prototype of a gauntlet. Clips the gauntlet wires to the chest bandolier. He extends his arm, lets off a burst of RT from his palm, it tips over a toolbox, scattering wrenches. Pepper, who's been watching in the b.g., approaches."
Iron_Man_Full_Script,,PEPPER,Thought you were done with weapons.
Iron_Man_Full_Script,,TONY,It's a flight-stabilizer.
Iron_Man_Full_Script,,PEPPER,"Well, watch where you're pointing your ""fight-stabilizer"", would you? (then) Obadiah's upstairs -should I tell him you're in?"
Iron_Man_Full_Script,,TONY,"Be right up. She leaves a small package on a worktable and departs. Tony turns, spotting the box. Intrigued, he tears it open to find his old chest-device, mounted in Lucite, glowing faintly. It's inscribed: PROOF THAT TONY STARK HAS A HEART-- He smiles. 87 INT. TONY'S LIVING ROOM - NIGHT	87 Obadiah sets a pizza down on the table. Tony paces, full of manic energy."
Iron_Man_Full_Script,,TONY,This -- this is the big-big idea. It can pull the company in a whole new direction.
